,smiles,docking
1630,FC(F)(F)c1c(Cl)c(ccc1)NC(=O)N(CC2)c(c23)cc(c(c3)OC)N(C[C@H]4C)C[C@H](C)[N@H+]4C,-7.2067094
1631,CC(=O)Nc(cc1)ccc1C(=O)N(C)C[C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.2064114
1632,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CC[N@@H+](C4)CC[C@H]4C[NH2+]Cc5ccoc5,-7.20639
1633,CC(C)=CCC[N@H+](C)[C@H]1CC[N@@H+](CC1)CCCC(=CN2)[C@@H](C=23)C=C(C=C3)n4cnnc4,-7.2060437
1634,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(F)CCc5ccccc5,-7.205009
1635,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4CNc5ccccn5,-7.204792
1636,C1C[C@@H]([NH3+])Cc(c2OC)c1cc(c23)cccc3,-7.2045326
1637,FC(F)(F)c1ccc(cc1)N(CC2)CCN2C(=O)Nc(c3)ccc(OC)c3N4CC[NH+](C)CC4,-7.2042613
1638,CC(=O)Nc(cc1)ccc1C[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.2033715
1639,CC(=O)Nc(cc1)ccc1CC[N@@H+](C)[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.201739
1640,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(F)CCc5c(F)cccc5,-7.200646
1641,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@@H]4C[NH2+]Cc5ccccc5,-7.199735
1642,C1=CC(C(=O)N)=C[C@@H](C1=2)C(=CN2)CC[NH3+],-7.197641
1643,c1ccccc1[C@H](CO)[N@H+](C)C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.1970177
1644,c1ccccc1C[C@H](CO)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.196854
1645,c1ccccc1[C@H]([C@@H](C)O)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.1957617
1646,O1CC(=O)N(C)c(c12)cccc2CC[NH+](CC3)CCN3c4cccc(c45)nc(C)cc5,-7.195703
1647,c1ccccc1[C@H](CCO)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.1937914
1648,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4[NH2+]Cc5ccncc5,-7.192943
1649,CC(=O)Nc(cc1)ccc1CC[N@H+](C)[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.192665
1650,c1ccccc1[C@@H](C)[NH2+]C[C@@H]2CC[N@@H+](C2)CCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.1925483
1651,CNS(=O)(=O)CC(C1)=CC=C(C12)N=CC=2CC[N@@H+](C3)CC[C@H]3C[NH2+]Cc4ccccc4,-7.188709
1652,C1C[NH+](C)CCN1c2c(OS(=O)(=O)C)ccc(c2)NC(=O)c3ccc(cc3)-c(c4C)ccc(c4)-c(o5)nnc5C,-7.1883974
1653,CC(C)(C)C(=O)OC(C=C1)=C[C@@H](C1=2)C(=CN2)CC[NH+](C)C,-7.1870813
1654,CC(=O)Nc(cc1)ccc1C[N@@H+](C)[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.186047
1655,O=C1N[C@@H](CO1)CC(C=C2)=C[C@@H](C2=3)C(=CN3)[C@H]4C[C@@H](C4)[NH+](C)C,-7.1856
1656,CC(C)(C)COc(cccc1)c1N(CC2)CCN2CCn(c3=O)cnc4sc(c5c34)C[N@H+](C)CC5,-7.185445
1657,CC(C)c1cc(nc(n1)N)-c2ccc(F)c(c23)cccc3,-7.1853194
1658,c1cccc(OC)c1CCC[N@@H+](CCC)[C@@H](CC2)C[C@H]3C2=CC=C(C3=4)N=CC4,-7.18306
1659,c1cc(Cl)ccc1NC(=S)N(CC2)CC=C2C(C=C3)=C[C@H](C3=4)C(=CN4)C[C@H]5CCC[N@H+]5C,-7.1824126
1660,C[NH2+]CCC(=CN1)[C@@H](C=12)C=C(O)C=C2,-7.1823854
1661,CCCCOc(cccc1)c1N2CC[NH2+]CC2,-7.1792693
1662,CC(C)=CCC[N@@H+](C)[C@H]1CC[N@@H+](CC1)CCCC(=CN2)[C@@H](C=23)C=C(C=C3)n4cnnc4,-7.178563
1663,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[NH2+]Cc5c(C)cccc5,-7.177647
1664,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[N@H+](C)Cc5c(C)cccc5,-7.1750436
1665,C1C[N@@H+](C)CC[C@@H]1C(=CN2)[C@@H](C=23)C=C(C=C3)NC(=O)CCCCCCCCC(=O)NC(C4)=CC=C(C4=5)N=CC5[C@H]6CC[N@H+](C)CC6,-7.174267
1666,s1cccc1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+]4CCC[C@H]4COC,-7.172876
1667,c1cc(Cl)cc(Cl)c1OCC(=O)Nc(c2)ccc(c23)nc(cc3C)OCC[NH+](C)C,-7.1726294
1668,C[NH2+][C@H](C)COc1c(Br)cccc1Br,-7.1670127
1669,c1cccc(OC)c1N(CC2)CCN2C(=O)Nc(c3)ccc(OC)c3N4CC[NH+](C)CC4,-7.16493
1670,c1cccc(OC)c1N(CC2)CCN2C(=O)Nc(c3)ccc(OC)c3N4CC[NH+](C)CC4,-7.16493
1671,c1cc(Cl)ccc1NC(=S)N(CC2)CC=C2C(C=C3)=C[C@H](C3=4)C(=CN4)C[C@H]5CCC[N@H+]5C,-7.1638346
1672,O=CC=1C=NC(C12)=CC=C3[C@H]2C[C@@H](CC3)[NH+](C)C,-7.163507
1673,CC(=O)Nc(cc1)ccc1CC[N@H+](C)[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.159354
1674,c1cccc(c1C(C)C)N2CC[NH2+]CC2,-7.155983
1675,CC(=O)Nc(cc1)ccc1[C@H](C)[NH2+]C[C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.153782
1676,CC(=O)C(C1)=CC=C(C12)N=CC=2CC[NH3+],-7.1520386
1677,c1ccccc1[C@@H](C)[NH2+]C[C@@H]2CC[N@@H+](C2)CCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.150232
1678,c1ccccc1[C@@H](C)C[NH+](CC2)CCN2CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.147893
1679,s1cccc1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+]4CCC[C@H]4COC,-7.146483
1680,c1ccccc1[C@@H](C)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5ccnc5,-7.144387
1681,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4C[N@@H+](C)Cc5ccccc5,-7.1442003
1682,c1ccccc1[C@@H](C)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5ccnc5,-7.142939
1683,N1C(=O)COc(c12)ccc(c2)CCN(C[C@H]3C)CCN3c4cccc(c45)nc(C)cc5,-7.142924
1684,CCCCOc(cccc1)c1N2CC[NH2+]CC2,-7.140735
1685,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4CNS(=O)(=O)c5ccccc5,-7.1394672
1686,c1cc(C)nc(c12)cccc2OCCN3CC[NH+](CC3)Cc4cc([N+]([O-])=O)c(C)cc4,-7.1378484
1687,C1C[N@@H+](C)Cc(c1c23)sc2ncn(c3=O)CCN4CCN(CC4)C5NC=CC(C=56)=CC=CC6,-7.137223
1688,C[NH+](C)CCOc(c(c12)OCC1)cc(c2)NC(=O)c3ccc(cc3)-c(c4C)ccc(c4)-c(no5)nc5C,-7.1346855
1689,C1=CC=C[C@H](C1=2)C(=CN2)C3=CC[NH2+]CC3,-7.1342635
1690,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4=O)CCN4CCc5ccccc5,-7.1338444
1691,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCCN(CC4=S)CCN4Cc5ccccc5,-7.1314945
1692,C1[C@@H]([NH3+])C[C@@H]1C(=CN2)[C@H](C=23)C=C(C=C3)Oc4ccccc4,-7.131476
1693,[NH3+]CCC(=CN1)[C@@H](C=12)C=C(O)C=C2,-7.131398
1694,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@@H+](C4)CC[C@H]4CNc5ccccc5,-7.12799
1695,c1cc(C)nc(c12)cccc2OCC[N@H+](C3)C[C@H]3COc(c4)ccc(c45)OCC(=O)N5,-7.1233687
1696,O=C1N(C)[C@H](CO1)CC(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@H]4C[N@H+](C)Cc5ccccc5,-7.1217685
1697,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)Cc5ccccc5,-7.121583
1698,c1csc(c12)n3c(ccc3)c(n2)N4CC[NH2+]CC4,-7.120517
1699,C1=CC(C(=O)N)=C[C@H](C1=2)C(=CN2)CC[NH3+],-7.1182065
1700,CC[C@H](C)Oc(cccc1)c1N2CC[NH+](CC2)Cc(n3C)ccc3CN4CCCCC4=O,-7.117894
1701,c1ccccc1CN(C(=O)C)C[C@@H]2CC[N@H+](C2)CCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.1176143
1702,c1ccccc1[C@H]([C@H](C)O)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.116401
1703,c1c(Cl)ccc(c12)N=C(C)[C@@H]2C3=CC[NH2+]CC3,-7.1157985
1704,c1ccccc1[C@@H](CO)[NH2+]C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.1146793
1705,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(F)CCc5ccccc5,-7.114354
1706,CC[C@@H](CO)NC(=O)[C@H](C1)CN(C)[C@H](C2)C=1C3=CC=CC([C@H]3C2=4)=NC4,-7.11167
1707,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4CNc5ccccn5,-7.1097746
1708,c1ccccc1[C@H](C)[N@H+](C)C[C@@H]2CC[N@@H+](C2)CCC(=CN3)[C@H](C=34)C=C(C=C4)Cn5cncn5,-7.1069036
1709,C1CC[NH+]1CCC(=CN2)[C@H](C=23)C=C(C=C3)n4cnnc4,-7.106883
1710,CC(=O)Nc(cc1)ccc1[C@H](C)[NH2+]C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.103606
1711,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCCN4CC[NH+](CC4)Cc5ccoc5,-7.101106
1712,c1ccccc1C[C@H](CO)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.0987844
1713,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(F)CCc5cc(F)ccc5,-7.097701
1714,[NH3+]CCC=1C=NC(C12)=CC=C(C2)OCCOC(C=C3)=C[C@@H](C3=4)C(=CN4)CC[NH3+],-7.0955215
1715,C1C[N@@H+](C)CC[C@@H]1C(=CN2)[C@H](C=23)C=C(C=C3)NC(=O)CCCCCCCCCC(=O)NC(C4)=CC=C(C4=5)N=CC5[C@H]6CC[N@H+](C)CC6,-7.0948877
1716,c1ccccc1[C@H](C[NH2+]C)N2CCN(CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.0943904
1717,C1C[N@@H+](C)Cc(c1c23)sc2ncn(c3=O)CCN4CCN(CC4)c(cccc5)c5-c6ccccc6,-7.0943193
1718,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@@H+](C4)CC[C@H]4C[NH2+]Cc5ccco5,-7.0938454
1719,[NH3+]CCC(=CN1)[C@@H](C=12)C=C(C=C2)OCC(=O)Nc3ccc(cc3)N(CC4)CCN4C(=O)COC(C5)=CC=C(C56)N=CC=6CC[NH3+],-7.0933294
1720,CCCCCCCCCOC(C1)=CC=C(C12)N=CC=2CC[NH+](C)C,-7.0917463
1721,CC(=O)Nc(cc1)ccc1[C@@H](C)[NH2+]C[C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.0909524
1722,[NH3+]CCc1cccc(c12)n(cc2)S(=O)(=O)c3ccccc3,-7.0904837
1723,C1[C@H](C2)C[C@@H](C3)C[C@H]2CC13NC(=S)N(CC4)CC=C4C(C=C5)=C[C@H](C5=6)C(=CN6)C[C@H]7CCC[N@@H+]7C,-7.0894856
1724,N#Cc1ccc(cc1)-n(nc2)c(CC)c2C(=O)N(CC3)c(c34)cc5c(c4)ccnc5N(C[C@H]6C)C[C@H](C)[NH2+]6,-7.087651
1725,C1=CC=C[C@@H](C1=2)C(=CN2)C3=CC[NH2+]CC3,-7.0858407
1726,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCCN(CC4)C[C@H](F)[C@H]4[N@H+](C)Cc5ccccc5,-7.0840216
1727,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(F)CCc5ccc(F)cc5,-7.0826225
1728,CCCS(=O)(=O)Nc(ccc1)cc1CCN2CCN(CC2)c3cccc(c34)nc(C)cc4,-7.080415
1729,CCCCOc(cccc1)c1N2CC[NH2+]CC2,-7.079741
1730,c1ccccc1[C@H](C)[NH+](CC2)CCN2CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.079498
1731,N1C(=O)COc(c12)ccc(c2)CCC[NH+](CC3)CCN3c4cccc(c45)nc(C)cc5,-7.0792465
1732,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4n5c(=O)[nH]c(c56)cccc6,-7.0754433
1733,C[NH+](C)CCOc1c(OC)ccc(c1)NC(=O)NCC[N@H+](CC2)CC[C@@H]2C(=CN3)[C@H](C=34)C=CC(F)=C4,-7.0751224
1734,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[NH2+]Cc5c(C)cccc5,-7.073409
1735,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4[N@H+](C)Cc5ccc(cc5)S(=O)(=O)C,-7.069798
1736,c1ccccc1[C@@H](C)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5ccnc5,-7.0684924
1737,CC(C)c1cc(nc(n1)N)-c2ccc(F)c(c23)cccc3,-7.0675716
1738,[NH3+]CCC(=CN1)[C@H](C=12)C=CC=C2,-7.0661316
1739,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(F)CCc5cc(F)ccc5,-7.0654244
1740,c1ccccc1[C@H](CO)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.0636487
1741,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4N(C)Cc5ccsc5,-7.063111
1742,CC(=O)Nc(cc1)ccc1[C@H](C)[NH2+]C[C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.060345
1743,c1ccccc1[C@@H](CO)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.060271
1744,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4C[NH2+]Cc5ccccc5,-7.0545588
1745,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4N(C)Cc5cccs5,-7.054507
1746,c1ccccc1[C@@H](C(=O)N)N2CCN(CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.052654
1747,c1ccccc1[C@@H](C)[NH+](CC2)CCN2CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.0523705
1748,c1cc(F)ccc1[C@H](COC)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.05164
1749,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4N(C)S(=O)(=O)c5ccccc5,-7.0464234
1750,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4CNc5ccccn5,-7.0463614
1751,C1=CC=C[C@@H](C1=2)C(=CN2)C3=CC[NH2+]CC3,-7.0462456
1752,C[C@@H]1CC[C@@H](C)[N@H+]1CCC(=CN2)[C@H](C=23)C=C(C=C3)c4cccs4,-7.041541
1753,NC(=O)c(c1)ccc(c12)N=C3[C@H]2C[C@H]([NH3+])CC3,-7.0398793
1754,C[NH+](C)CC(=O)Nc(ccc1)cc1C[C@H]2CC[N@@H+](CC2)CCOc3cccc(c34)nc(C)cc4,-7.0386696
1755,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(F)Cc5c(F)cccc5,-7.0373116
1756,c1ccccc1[C@@H](CO)[NH2+]C[C@@H]2CC[N@@H+](C2)CCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.036484
1757,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4CNS(=O)(=O)c5ccccc5,-7.0338454
1758,c1ccccc1C[C@H](CO)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.032191
1759,CCCS(=O)(=O)Nc(ccc1)cc1CCN2CCN(CC2)c3cccc(c34)nc(C)cc4,-7.031029
1760,OC[C@H](C)NC(=O)[C@H](C1)CN(C)[C@H](C2)C=1C3=CC=CC([C@H]3C2=4)=NC4,-7.0297437
1761,CC#CCN(C)[C@H]1CC[N@@H+](CC1)CCCC(=CN2)[C@@H](C=23)C=C(C=C3)n4cnnc4,-7.029489
1762,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4=O)CCN4CCc5ccccc5,-7.029429
1763,c1cc(Cl)ccc1NC(=S)N(CC2)CC=C2C(C=C3)=C[C@H](C3=4)C(=CN4)C[C@H]5CCC[N@@H+]5C,-7.029417
1764,c1ccccc1[C@H](CO)[N@@H+](C)C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.027928
1765,c1ccccc1[C@@H](CO)[NH2+]C[C@@H]2CC[N@@H+](C2)CCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.0276403
1766,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4[NH2+]Cc5ccccc5,-7.027017
1767,c1ccccc1C[C@H](CO)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.026671
1768,c1ccccc1C[C@@H](C(=O)N([C@@H]2[C@@]34O)CCC2)N3C(=O)[C@](O4)(C)NC(=O)[C@H](C5)CN(C)[C@H](C6)[C@H]5C7=CC=CC([C@@H]7C6=8)=NC8,-7.0220203
1769,c1ccccc1[C@H]([C@@H](C)O)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-7.021062
1770,CC(=O)Nc(ccc1)cc1CC[NH+](CC2)CCN2CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.019757
1771,c1cccc(O)c1N2CC[NH2+]CC2,-7.018706
1772,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCCN4CC[NH+](CC4)CCc5ccc(cc5)-c(on6)nc6C,-7.018392
1773,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(O)C[NH2+]Cc5ccccn5,-7.018382
1774,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4N(C)Cc5ccsc5,-7.0176167
1775,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@@H]4CN(C)S(=O)(=O)c5ccccc5,-7.015594
1776,c1ccccc1C[C@@H](C)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-7.0155215
1777,[NH3+]CCC(=CN1)[C@@H](C=12)C=CC=C2,-7.014906
1778,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@H]4C[NH2+]Cc5ccccn5,-7.002933
1779,c1ccccc1C[C@@H](C(=O)N([C@@H]2[C@@]34O)CCC2)N3C(=O)[C@](O4)(C(C)C)NC(=O)[C@H](C5)CN(C)[C@H](C6)[C@H]5C7=CC=CC([C@H]7C6=8)=NC8,-7.001708
1780,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@@H]4CNS(=O)(=O)c5ccccc5,-7.000429
1781,C1COCCC1(OC)c2ccc(cn2)NC(=O)[C@H](O3)CCc(c34)cc(F)cc4-c(c5C)c(C)n(n5)C,-6.999689
1782,c1ccc(Cl)c(F)c1CC(=O)N(CC2)c(c23)cc(c(c3)OC)N(C[C@H]4C)C[C@H](C)[N@H+]4C,-6.999599
1783,CCCc1c(cccc1)N2CC[NH2+]CC2,-6.9938507
1784,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCCN4CC[NH+](CC4)CCc5c(F)cccc5,-6.9924417
1785,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)Cc5ccccc5,-6.9918203
1786,C[C@@H]1CC[C@@H](C)[N@H+]1CCC(=CN2)[C@H](C=23)C=C(C=C3)c4cccs4,-6.990356
1787,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4=O)CCN4CCc5ccccc5,-6.990051
1788,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@@H]4C[NH2+]Cc5ccccc5,-6.9857802
1789,C1C[NH+](C)CCN1c2c(OC)ccc(c2)NC(=O)N3CCN(CC3)c(cc4)ccc4-c5ccccc5,-6.984879
1790,O=CC=1C=NC(C12)=CC=C3[C@H]2C[C@@H](CC3)[N@H+](CCC)CCCc4c(OC)cccc4,-6.984716
1791,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@@H]4CN(C)S(=O)(=O)c5ccccc5,-6.9833994
1792,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4[N@H+](C)Cc5ccco5,-6.983332
1793,c1ccccc1[C@H](C)[NH2+]C[C@@H]2CC[N@@H+](C2)CCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-6.9828153
1794,c1ccccc1[C@@H](C(=O)N(C)C)N2CCN(CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-6.982288
1795,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(F)CCc5cc(F)ccc5,-6.9822297
1796,CCC(=O)OC(C1)=CC=C(C12)N=CC=2CC[NH+](C)C,-6.9794464
1797,c1cccc(OCC)c1N2CC[NH2+]CC2,-6.9749103
1798,C[NH2+]CCOc1cccc(c12)cccc2,-6.972386
1799,c1ccccc1[C@H](CO)N2CCN(CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-6.9711266
1800,c1cccc(c1CC)N2CC[NH2+]CC2,-6.9688463
1801,c1ccccc1[C@@H](CCO)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-6.966835
1802,CSc(cc1)ccc1N(CC2)CCN2C(=O)Nc(c3)ccc(OC)c3N4CC[NH+](C)CC4,-6.9640746
1803,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CC[N@H+]4CCC[C@H]4COCc5ccccc5,-6.964029
1804,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(F)CCc5ccccc5,-6.9612446
1805,C1C[N@@H+](C)CC[C@@H]1C(=CN2)[C@@H](C=23)C=C(C=C3)NC(=O)CCCC(=O)NC(C4)=CC=C(C4=5)N=CC5[C@H]6CC[N@H+](C)CC6,-6.958607
1806,CC(C)(C)c1cc(C)c(c(C)c1)[NH+]=C2NCCN2,-6.957581
1807,C1=CC(F)=C[C@H](C1=2)C(=CN2)C3CCN(CC3)C(=O)Nc(c4)ccc(OC5)c4[C@]56CC[N@@H+](C)CC6,-6.957063
1808,C[NH2+][C@H](C)COc1c(Br)cccc1Br,-6.9561357
1809,C1C[NH+](C)CCN1c(cc(c2)OC)c(c23)nc(cc3N(C)C)C(=O)Nc4ccc(cc4)N5CCOCC5,-6.9554257
1810,N1CCN(C1=O)c(ccc2)cc2CC[NH+](CC3)CCN3c4cccc(c45)nc(C)cc5,-6.954307
1811,c1ccccc1C[C@@H](C)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-6.9537487
1812,s1cccc1C(C=C2)=C[C@H](C2=3)C(=CN3)CC[N@H+]4CCC[C@H]4COC,-6.9537473
1813,C1=CC=C[C@@H](C1=2)C(=CN2)C3CCN(CC3)C(=O)Nc(c4)ccc(OC)c4N5CC[NH+](C)CC5,-6.9518046
1814,c1ccccc1C(C)(C)[NH2+]C[C@@H]2CC[N@@H+](C2)CCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-6.9505835
1815,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)Cc5ccccc5,-6.9503736
1816,c1ccccc1[C@@H](C)[NH2+]C[C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-6.948872
