,smiles,docking
3187,[NH3+]CCC(=CN1)[C@@H](C=12)C=CC=C2,-4.920459
3188,CCCCCOC(C1)=CC=C(C12)N=CC=2CC[NH3+],-4.9187584
3189,c1ccccc1[C@@H](C(=O)N)N2CCN(CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.916424
3190,[NH3+][C@H]1CC[N@@H+](CC1)CCCC(=CN2)[C@H](C=23)C=C(C=C3)n4cnnc4,-4.916038
3191,c1ccccc1[C@H](C[NH+](C)C)N[C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.9151907
3192,CCCS(=O)(=O)Nc(ccc1)cc1CCN2CCN(CC2)c3cccc(c34)nc(C)cc4,-4.912458
3193,C1C[C@@H]([NH3+])Cc(c2OC)c1cc(c23)cccc3,-4.912225
3194,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(O)C[NH2+]Cc5ccccn5,-4.912053
3195,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4[N@@H+](C)Cc5ccc(cc5)S(=O)(=O)C,-4.9084053
3196,FC(F)(F)c1cc(ccc1)N(CC2)CCN2CCc(cc3)cc(c34)sc(=O)n4C,-4.9073763
3197,CCCCCCCC(=O)Nc(n1)ccc(c12)[nH]cc2[C@H]3CC[N@@H+](C)CC3,-4.9053392
3198,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(O)C[NH2+]Cc5c(C)cccc5,-4.9049063
3199,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@H]4C[NH2+]Cc5ccccn5,-4.903252
3200,c1cc(C)nc(c12)cccc2OCC[N@H+](CC3)CC[C@@H]3Cc(c4)ccc(c45)OCC(=O)N5CC,-4.9030905
3201,c1cccc(c1C(F)(F)F)C[NH2+][C@@H]2[C@@H](F)C[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.902649
3202,[NH3+][C@H]1CC[N@@H+](CC1)CCCC(=CN2)[C@H](C=23)C=C(C=C3)n4cnnc4,-4.9012775
3203,C=CCN(CCC)[C@H](CC1)C[C@H]2C1=CC=C(C23)N=CC=3C=O,-4.9000106
3204,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCCN4CC[NH+](CC4)CCc5ccc(cc5)-c(on6)nc6C,-4.8992014
3205,c1ccccc1C[C@@H](C)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.8979583
3206,c1ccccc1[C@H](C)[NH+](CC2)CCN2CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.897603
3207,FC(F)(F)C(N1)=N[C@H](C=12)C(=CC=C2)OCCN3CCN(CC3)c4cccc(c45)[nH]c(n5)C(F)(F)F,-4.8900113
3208,C1COCCN1CC(=C2)COc(c23)c(ccc3)OC[C@@H]4C[NH2+]CCO4,-4.8899155
3209,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[NH2+]Cc5ccccn5,-4.8876553
3210,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@@H]4N(C)Cc5cccs5,-4.8875813
3211,CC(C)C(C1)=CC=C(C12)N=CC=2C[C@H]3CCC[N@H+]3C,-4.8870525
3212,O=CC=1C=NC(C12)=CC=C3[C@H]2C[C@H](CC3)[N@H+](CCC)CCc4cccs4,-4.885987
3213,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(O)C[NH2+]Cc5c(C)cccc5,-4.8858156
3214,C[N@H+]1CCC[C@@H]1CC(=CN2)[C@@H](C=23)C=C(C=C3)NS(=O)(=O)c4cc(Cl)ccc4,-4.884982
3215,CC(C)c1cc(C)c(c(C)c1)CC2=[NH+]CCN2,-4.8848
3216,c1ccccc1[C@H](C)[N@H+](C)C[C@@H]2CC[N@H+](C2)CCC(=CN3)[C@H](C=34)C=C(C=C4)Cn5cncn5,-4.884196
3217,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCCN4CC[NH+](CC4)Cc5ccccc5,-4.881237
3218,c1cc(C)nc(c12)cccc2OCC[N@H+](CC3)CC[C@@H]3Cc(c4)ccc(c45)OCC(=O)N5,-4.8786807
3219,c1ccn(c12)c3c(cccc3F)nc2N4CC[NH2+]CC4,-4.8785415
3220,c1ccccc1C[C@@H](C)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.8773274
3221,c1ccccc1[C@@H](CO)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.873791
3222,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(O)C[NH2+]Cc5ccccc5,-4.873555
3223,N#Cc1ccc(cc1)C[NH+](CC2)CCN2CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.8733687
3224,c1ccc(F)cc1N2CC[NH2+]CC2,-4.870977
3225,C1=CC=C(F)[C@H](C1=2)C(=CN2)C3CCN(CC3)C(=O)Nc(c4)ccc(OC)c4N5CC[NH+](C)CC5,-4.8691163
3226,c1ccccc1[C@@H](C)[NH2+]C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.8639097
3227,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCCN4CC[NH+](CC4)Cc5ccc(F)cc5,-4.862673
3228,C1=C(F)C=C[C@H](C1=2)C(=CN2)C3CCN(CC3)C(=O)Nc(c4)ccc(OC)c4N5CC[NH+](C)CC5,-4.862329
3229,[NH3+]CCC=1C=NC(C12)=CC=C(C2)CC,-4.861961
3230,CC(C)C[N@@H+](C)C[C@@]1(O)CC[N@@H+](CC1)CCCC(=CN2)[C@@H](C=23)C=C(C=C3)n4cnnc4,-4.8602343
3231,C1=CC(F)=C[C@@H](C1=2)C(=CN2)CCNC(=O)Nc(c3)ccc(OC)c3N4CC[NH+](C)CC4,-4.858414
3232,c1ccccc1[C@H]([C@@H](C)O)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.8557262
3233,C[N@@H+]1CCC[C@@H]1CC=2C=NC(C23)=CC=C(C3)C4=CCN(CC4)S(=O)(=O)c(cc5)ccc5OC,-4.8550234
3234,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4=O)CCN4CCc5ccccc5,-4.854273
3235,N1CCN(C1=O)CC[N@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6cccnc6,-4.85249
3236,O1CC(=O)N(CC(F)F)c(c12)cccc2CC[NH+](CC3)CCN3c4cccc(c45)nc(C)cc5,-4.85209
3237,CC(=O)Nc(cc1)ccc1C[NH2+]C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.8514
3238,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)Cc5ccccc5,-4.8495173
3239,N1CCN(C1=O)CC[N@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6nccn6C,-4.8483205
3240,[NH3+]CCC=1C=NC(C12)=CC=C(C2)CC,-4.8455873
3241,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CC[N@@H+](C4)CC[C@H]4C[NH2+]Cc5ccoc5,-4.8449697
3242,c1cc(C(=O)N)cc(c12)CCO[C@H]2CC[N@@H+](C3)CC[C@H]3C(=CN4)[C@@H](C=45)C=CC(F)=C5,-4.842722
3243,O=C1N[C@H](CO1)CC(C2)=CC=C(C23)N=CC=3CC[N@@H+](C4)CC[C@H]4C[NH2+]Cc5ccccc5,-4.839698
3244,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[N@H+](C)Cc5ccccc5,-4.8389072
3245,C1C[N@H+](C)CC[C@@H]1C(=CN2)[C@@H](C=23)N=C(C=C3)OS(=O)(=O)C,-4.837979
3246,[NH3+]CCC=1C=NC(C12)=CC=C(C2)CC,-4.834453
3247,c1ccc(F)cc1N2CC[NH2+]CC2,-4.8319225
3248,c1cc(Br)c(C)cc1C(=O)Nc(cc2)cc(c2C)N3CC[NH+](C)CC3,-4.831491
3249,C1=C(Br)C=C[C@H](C1=2)C(=CN2)/C=C3\C(=O)N(C)C(=N\[H])\N3C,-4.8292823
3250,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCCN(CC4=S)CCN4Cc5ccccc5,-4.8253517
3251,c1cc(C(=O)N)cc(c12)CCO[C@@H]2CC[N@@H+](C3)CC[C@H]3C(=CN4)[C@@H](C=45)C=CC(F)=C5,-4.8217096
3252,[NH3+]CCC(=CN1)[C@@H](C=12)C=C(C=C2)OCC(=O)Nc3ccc(cc3)NC(=O)COC(C4)=CC=C(C45)N=CC=5CC[NH3+],-4.817951
3253,c1ccccc1[C@H](C(=O)N)N2CCN(CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.8171635
3254,c1cc(Br)c(C)cc1C(=O)Nc(c2)ccc(OC)c2N3CC[NH+](C)CC3,-4.816014
3255,O=CC=1C=NC(C12)=CC=C3[C@@H]2C[C@@H](CC3)[N@H+](CCC)CCCc4ccccc4,-4.814661
3256,O=CC=1C=NC(C12)=CC=C3[C@@H]2C[C@@H](CC3)[N@H+](CCC)CCCc4ccccc4,-4.814661
3257,c1ccccc1[C@@H](C)[NH2+]C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.8143835
3258,N1CCN(C1=O)CC[N@@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6ccnn6C,-4.8142176
3259,c1cc(Cl)c(Cl)cc1\C=C\C(=O)NCCCCC[N@H+](CC2)CC[C@@H]2C3C=NC(C=34)=CC=C(C4)O,-4.813939
3260,CC(=O)Nc(cc1)ccc1C[N@H+](C)[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.8120165
3261,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](C4)CC[C@H]4COCc5ccccc5,-4.811942
3262,C1C[N@H+](C)CC[C@]12c3c(OC2)cc4c(c3)N(CC4)C(=O)c5ccc(cc5)-c(c6C)ccc(c6)-c(no7)nc7C,-4.8117867
3263,FC(F)(F)c1cc(ccc1)N(CC2)CCN2CCc(cc3)cc(c34)sc(=O)n4C,-4.8088694
3264,c1ccccc1[C@H](CO)[N@H+](C)C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.8086796
3265,c1cc(C)nc(c12)cccc2OC[C@@H](C)[N@H+](CC3)CC[C@@H]3Cc(c4)ccc(c45)OCC(=O)N5,-4.806178
3266,c1cc(C)nc(c12)ccc(F)c2OCC[N@@H+](CC3)CC[C@@H]3Cc(c4)ccc(c45)OCC(=O)N5,-4.8015304
3267,N1CCN(C1=O)CC[N@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6cn(nn6)CC,-4.799769
3268,CC(=O)Nc(cc1)ccc1C[NH2+]C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.799017
3269,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4C[NH2+]Cc5ccccc5,-4.797912
3270,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4[N@H+](C)Cc5ccc(cc5)S(=O)(=O)C,-4.7970347
3271,N1CCN(C1=O)CC[N@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6ncccn6,-4.7949495
3272,[NH3+]CCC=1C=NC(C12)=CC=C(C2)CC,-4.7915463
3273,C1C[N@@H+](C)CC[C@@H]1C(=CN2)[C@@H](C=23)C=C(C=C3)N/C([O-])=C/C(=O)NC(C4)=CC=C(C4=5)N=CC5[C@H]6CC[N@H+](C)CC6,-4.78947
3274,C1C[N@@H+](C)CC[C@@H]1C(=CN2)[C@@H](C=23)C=C(C=C3)N/C([O-])=C/C(=O)NC(C4)=CC=C(C4=5)N=CC5[C@H]6CC[N@H+](C)CC6,-4.78947
3275,C1C[N@@H+](C)CC[C@@H]1C(=CN2)[C@@H](C=23)C=C(C=C3)N/C([O-])=C/C(=O)NC(C4)=CC=C(C4=5)N=CC5[C@H]6CC[N@H+](C)CC6,-4.78947
3276,C1C[N@@H+](C)CC[C@@H]1C(=CN2)[C@@H](C=23)C=C(C=C3)N/C([O-])=C/C(=O)NC(C4)=CC=C(C4=5)N=CC5[C@H]6CC[N@H+](C)CC6,-4.78947
3277,C1=CC=C(F)[C@@H](C1=2)C(=CN2)C3CCN(CC3)C(=O)Nc(c4)ccc(OC)c4N5CC[NH+](C)CC5,-4.7893023
3278,c1ccccc1[C@H](CO)[N@H+](C)C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.7889886
3279,CCCCc1c(cccc1)N2CC[NH2+]CC2,-4.7888994
3280,c1cc(Cl)ccc1NC(=O)N(CC2)CC=C2C(C=C3)=C[C@H](C3=4)C(=CN4)C[C@H]5CCC[N@@H+]5C,-4.788768
3281,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4C[N@H+](C)Cc5ccccc5,-4.7855577
3282,c1cccc(c12)cccc2C(=S)NN(CC3)CC=C3C(C4)=CC=C(C45)N=CC=5CC[NH+]6CCCC6,-4.7851906
3283,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(F)CCc5c(F)cccc5,-4.784763
3284,c1cc(Br)c(C)cc1C(=O)Nc(c2)ccc(OC)c2N3CC[NH+](C)CC3,-4.7838755
3285,CN1C(=O)COc(c12)cc(cc2)CCN3CCN(CC3)c4c(OC)cccc4,-4.783422
3286,c1cccc(OC)c1CCC[N@H+](CCC)[C@H](CC2)C[C@H]3C2=CC=C(C3=4)N=CC4,-4.780144
3287,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@@H]4C[NH2+]Cc5ccccc5,-4.779671
3288,N1CCN(C1=O)CC[N@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6nccn6C,-4.779187
3289,c1ccc([N+]([O-])=O)cc1CC(=O)N(CC2)c(c23)cc(c(c3)OC)N(C[C@H]4C)C[C@H](C)[N@H+]4C,-4.778177
3290,c1cc(Br)c(C)cc1C(=O)Nc(c2)ccc(OC)c2N3CC[NH+](C)CC3,-4.776211
3291,c1ccccc1[C@H](C)[NH2+]C[C@@H]2CC[N@H+](C2)CCC(=CN3)[C@@H](C=34)C=C(C=C4)C[C@@H](CO5)NC5=O,-4.772048
3292,N1CCN(C1=O)CC[N@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6cnn(C)c6,-4.7706237
3293,O=CC=1C=NC(C12)=CC=C3[C@@H]2C[C@H](CC3)[N@H+](CCC)CCCc4ccccc4,-4.766522
3294,O=C1N(C)[C@H](CO1)CC(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@H]4C[N@@H+](C)Cc5ccccc5,-4.764356
3295,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@H]4C[NH2+]Cc5ccncc5,-4.763925
3296,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[N@@H+](C)CC5CC5,-4.763699
3297,N1CCN(C1=O)CC[N@@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6cnn(C)c6,-4.7632327
3298,CC(C)C(C1)=CC=C(C12)N=CC=2C[C@H]3CCC[N@@H+]3C,-4.759728
3299,c1cccc(c1C(F)(F)F)C[NH2+][C@@H]2[C@@H](F)C[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.7580404
3300,c1ccccc1[C@H]([C@@H](C)O)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.7578053
3301,CCC(C1)=CC=C(C12)N=CC=2C[C@H]3CCC[N@H+]3C,-4.749809
3302,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[N@@H+](C)Cc5ccccc5,-4.749038
3303,C1C[NH2+]CC=C1[C@@H]2C(C)=Nc(c23)ccc(c3)-c4ccccc4,-4.748531
3304,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[NH2+]Cc5c(C)cccc5,-4.748308
3305,CC(C)CCCCCCOC(C1)=CC=C(C12)N=CC=2CC[NH3+],-4.7461276
3306,CC(=O)C(C1)=CC=C(C12)N=CC=2CC[NH3+],-4.7457724
3307,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(O)C[NH2+]CC5CC5,-4.7443895
3308,c1ccccc1[C@@H](C)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.7429876
3309,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCCN4CCN(CC4)c5ncccn5,-4.739694
3310,c1cc(C)nc(c12)cccc2OCC[N@H+](C3)C[C@H]3COc(c4)ccc(c45)OCC(=O)N5,-4.738507
3311,C[NH+](C)[C@H](C1)C[C@@H]1CC(=CN2)[C@@H](C=23)C=C(C=C3)C[C@@H](CO4)NC4=O,-4.7343364
3312,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4[N@@H+](C)Cc5ccc(cc5)S(=O)(=O)C,-4.7333927
3313,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@@H]4[NH2+]Cc5ccncc5,-4.7333384
3314,c1ccccc1[C@H](C(=O)N(C)C)N2CCN(CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.730966
3315,C[NH+](C)[C@H](C1)C[C@@H]1CC(=CN2)[C@@H](C=23)C=C(C=C3)C[C@@H](CO4)NC4=O,-4.7291617
3316,c1ccc(Cl)cc1N2CC[NH2+]CC2,-4.7285643
3317,COC(C1)=CC=C(C1=2)N=CC2C3=CCNCC3,-4.723748
3318,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@H]4C[NH2+]CCc5ccccc5,-4.721283
3319,c1cc(C(=O)N)cc(c12)CCO[C@@H]2CC[N@@H+](C3)CC[C@H]3C(=CN4)[C@@H](C=45)C=CC(F)=C5,-4.720857
3320,CC(=O)C(C1)=CC=C(C12)N=CC=2CC[NH3+],-4.7181263
3321,c1cccc(OC(C)C)c1N2CC[NH+](CC2)Cc3ccc(n3C)CN4CCCCCCC4=O,-4.716504
3322,c1cc(C)nc(c12)ccc(F)c2OCC[N@@H+](CC3)CC[C@@H]3Cc(c4)ccc(c45)OCC(=O)N5,-4.7151785
3323,c1cc(F)ccc1NC(=O)Nc(ccc2)cc2CC[NH+](CC3)CCN3c4cccc(c45)nc(C)cc5,-4.7139297
3324,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4[N@@H+](C)Cc5ccc(cc5)S(=O)(=O)C,-4.711742
3325,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@]4(O)C[N@@H+](C)CC5CC5,-4.710575
3326,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCCN4CCN(CC4)c5ncccn5,-4.709343
3327,Cc(n1)cn(c12)c3c(OC2)c(ccc3)CC[NH+](CC4)CCN4c5cccc(c56)nc(C)cc6,-4.706987
3328,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@@H]4[NH2+]Cc5ccncc5,-4.703498
3329,c1ccccc1[C@H](C)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.701816
3330,c1cccc(c12)cccc2NC(=S)N(CC3)CC=C3C(C=C4)=C[C@H](C4=5)C(=CN5)C[C@H]6CCC[N@@H+]6C,-4.70002
3331,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@H+](CC4)CC[C@@H]4C[NH2+]Cc5ccccc5,-4.696884
3332,CCC(C1)=CC=C(C12)N=CC=2C[C@H]3CCC[N@H+]3C,-4.6924963
3333,c1ccccc1[C@H](C)[N@H+](C)C[C@@H]2CC[N@H+](C2)CCC(=CN3)[C@H](C=34)C=C(C=C4)Cn5cncn5,-4.691013
3334,c1cccc(OC)c1CCC[N@@H+](CCC)[C@H](CC2)C[C@H]3C2=CC=C(C3=4)N=CC4,-4.6910014
3335,c1ccccc1NC(=O)[C@@H](C)N[C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.689929
3336,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@@H]4[NH2+]Cc5ccccc5,-4.6891193
3337,NC(=O)c(c1)ccc(c12)N=C3[C@@H]2C[C@H]([NH3+])CC3,-4.688465
3338,CCN(CC)C(=O)N[C@@H](C1)CN(C)[C@H](C2)C=1C3=CC=CC([C@H]3C2=4)=NC4,-4.688378
3339,c1ccccc1[C@H](CO)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5ccnc5,-4.686821
3340,CC(=O)Nc(cc1)ccc1C[NH2+]C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.686397
3341,c1ccccc1C[C@@H](CO)[NH2+][C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.680255
3342,N1CCN(C1=O)CC[N@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6ccnn6C,-4.678638
3343,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCCN4CC[NH+](CC4)Cc5ccoc5,-4.678229
3344,c1ccccc1[C@@H](C(=O)N)N2CCN(CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.677465
3345,CC(=O)Nc(cc1)ccc1C[N@@H+](C)C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.676175
3346,C1C[N@@H+](C)CC[C@@H]1C(=CN2)[C@H](C=23)C=C(C=C3)NC(=O)CCCC(=O)NC(C4)=CC=C(C4=5)N=CC5[C@H]6CC[N@H+](C)CC6,-4.6741776
3347,c1ccccc1[C@H](C(=O)N(C)C)N2CCN(CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.673599
3348,OC[C@@H]1CC[N@H+](C1)CCC(=CN2)[C@H](C=23)C=C(C=C3)n4cnnc4,-4.6721034
3349,N#Cc1ccc(cc1)-n(nc2)c(CC)c2C(=O)N(CC3)c(c34)cc5c(c4)ccnc5N(C6)CC[N@@H+]([C@@H]67)CCC7,-4.6720295
3350,c1cccc(Cl)c1-c(cccc2)c2CNC(=O)CCCCC[NH+](CC3)CCN3c4c(OC)cccc4,-4.671712
3351,[NH3+]CCC=1C=NC(C12)=CC=C(C2)OC,-4.6705737
3352,c1nncn1C(C=C2)=C[C@H](C2=3)C(=CN3)CCC[N@@H+](C4)CC[C@H]4C[N@H+](C)Cc5ccccc5,-4.6702914
3353,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CC[N@H+](C4)CC[C@H]4C[NH2+]CCc5ccccc5,-4.668752
3354,CC(C)c1cc(C)c(c(C)c1)CC2=[NH+]CCN2,-4.6686006
3355,N1CCN(C1=O)CC[N@H+](CC2)CC[C@@H]2c3cn(-c4ccc(F)cc4)c(c35)ccc(c5)-c6ccnn6C,-4.668385
3356,CC#CCN(C)[C@H]1CC[N@H+](CC1)CCCC(=CN2)[C@@H](C=23)C=C(C=C3)n4cnnc4,-4.6668205
3357,C[NH+](C)CC#Cc1c(OC)ccc(c1)C(=O)Nc(cc2)ccc2-c3ccncc3,-4.663195
3358,c1ccccc1[C@@H](C)[NH2+]C[C@H]2CC[N@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.652996
3359,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(O)C[NH2+]Cc5c(C)cccc5,-4.6512837
3360,CC(=O)Nc(cc1)ccc1C[NH+](CC2)CCN2CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.649837
3361,c1ccccc1[C@@](C)(CO)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@@H](C=34)C=C(C=C4)n5cnnc5,-4.6496825
3362,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(F)CCc5cc(F)ccc5,-4.649164
3363,c1cccc(Cl)c1-c(cccc2)c2CNC(=O)CCCCC[NH+](CC3)CCN3c4c(OC)cccc4,-4.6464086
3364,CCCCCCCCCCCOC(C1)=CC=C(C12)N=CC=2CC[NH3+],-4.6463656
3365,C1C[NH2+]CC=C1[C@@H]2C(C)=Nc(c23)ccc(c3)-c4ccccc4,-4.6444583
3366,c1nncn1C(C=C2)=C[C@@H](C2=3)C(=CN3)CCC[N@@H+](CC4)CC[C@]4(O)C[NH2+]Cc5ccccn5,-4.6421795
3367,O=CC=1C=NC(C12)=CC=C3[C@H]2C[C@@H](CC3)[N@H+](CCC)CCCc4ccccc4,-4.640805
3368,c1ccccc1[C@@H](C)C[NH+](CC2)CCN2CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.6357846
3369,c1cc(C(=O)N)cc(c12)CCO[C@H]2CC[N@@H+](C3)CC[C@H]3C(=CN4)[C@@H](C=45)C=CC(F)=C5,-4.633553
3370,c1ccccc1[C@H](C)[NH2+][C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.6298513
3371,O=C1N[C@H](CO1)CC(C2)=CC=C(C23)N=CC=3CC[N@@H+](C4)CC[C@H]4C[NH2+]Cc5ccccc5,-4.6277666
3372,CC(=O)Nc(cc1)ccc1C(=O)N(C)C[C@H]2CC[N@@H+](CC2)CCCC(=CN3)[C@H](C=34)C=C(C=C4)n5cnnc5,-4.6266418
