Model,n_bits,ROC AUC,error
xgb, ,0.857,0.0031999999999999806
svc, ,0.8977,0.0
rf, ,0.803,0.010599999999999998
lr, ,0.7307,0.00040000000000001146
knn, ,0.6508,0.0
