Model,n_bits,ROC AUC,error
rf, ,0.76054,0.060199999999999976
lr, ,0.7297600000000001,0.0013000000000000234
knn, ,0.7043,0.0
svc, ,0.8102,0.0
xgb, ,0.8449,0.0
