Model,n_bits,ROC AUC,error
rf, ,0.8680999999999999,0.010099999999999998
lr, ,0.85434,0.02234999999999998
knn, ,0.5511,0.0
svc, ,0.773,0.0
xgb, ,0.8657,0.0
