Model,n_bits,ROC AUC,error
rf, ,0.70494,0.04254999999999998
lr, ,0.7568400000000001,0.00814999999999999
knn, ,0.6357,0.0
svc, ,0.8061,0.0
xgb, ,0.8155,0.0
