Model,n_bits,ROC AUC,error
xgb, ,0.78285,0.030450000000000033
svc, ,0.7791,0.019499999999999962
rf, ,0.7349,0.016599999999999948
lr, ,0.83685,0.005649999999999988
knn, ,0.6882,0.0
