epoch;acc;loss;val_acc;val_loss
0;0.840354052893;nan;0.84487078531;nan
1;0.84041541388;nan;0.84487078531;nan
2;0.84041541388;nan;0.84487078531;nan
3;0.84041541388;nan;0.84487078531;nan
4;0.84041541388;nan;0.84487078531;nan
5;0.84041541388;nan;0.84487078531;nan
6;0.84041541388;nan;0.84487078531;nan
7;0.84041541388;nan;0.84487078531;nan
8;0.84041541388;nan;0.84487078531;nan
9;0.84041541388;nan;0.84487078531;nan
10;0.84041541388;nan;0.84487078531;nan
11;0.84041541388;nan;0.84487078531;nan
12;0.84041541388;nan;0.84487078531;nan
13;0.84041541388;nan;0.84487078531;nan
14;0.84041541388;nan;0.84487078531;nan
15;0.84041541388;nan;0.84487078531;nan
16;0.84041541388;nan;0.84487078531;nan
17;0.84041541388;nan;0.84487078531;nan
18;0.84041541388;nan;0.84487078531;nan
19;0.84041541388;nan;0.84487078531;nan
20;0.84041541388;nan;0.84487078531;nan
