Model,n_bits,ROC AUC,error
xgb, ,0.83,0.00020000000000003348
svc, ,0.8505,0.0
rf, ,0.7605,0.005799999999999972
lr, ,0.7795,0.03639999999999999
knn, ,0.654,0.0
