Model,n_bits,ROC AUC,error
xgb, ,0.793,0.019100000000000006
svc, ,0.8598,0.0
rf, ,0.7572,0.012500000000000011
lr, ,0.8125,0.007199999999999984
knn, ,0.65035,0.0026499999999999857
