Model,n_bits,ROC AUC,error
xgb, ,0.9237,0.0
svc, ,0.8833,0.00019999999999997797
rf, ,0.90795,4.999999999993898e-05
lr, ,0.9054,0.0
knn, ,0.901,0.0
