Model,n_bits,ROC AUC,error
xgb, ,0.92015,0.005649999999999988
svc, ,0.89035,0.0021499999999999853
rf, ,0.9111,0.0042999999999999705
lr, ,0.8898,0.0
knn, ,0.9082,0.0
