Model,n_bits,ROC AUC,error
xgb, ,0.92005,0.0034500000000000086
svc, ,0.87645,0.000150000000000039
rf, ,0.90505,0.0024500000000000077
lr, ,0.87655,0.00605
knn, ,0.8891,0.0
