Model,n_bits,ROC AUC,error
xgb, ,0.92545,0.0010499999999999954
svc, ,0.8933,0.0
rf, ,0.88795,0.016449999999999965
lr, ,0.90805,0.0026499999999999857
knn, ,0.9226,0.0
