Model,n_bits,ROC AUC,error
xgb, ,0.7516,0.06170000000000003
svc, ,0.85285,0.025050000000000017
rf, ,0.76995,0.00014999999999998348
lr, ,0.8118,0.09860000000000002
knn, ,0.6151,0.01369999999999999
