Model,n_bits,ROC AUC,error
xgb, ,0.92005,0.0034500000000000086
svc, ,0.89325,4.999999999999449e-05
rf, ,0.9142,0.0027000000000000357
lr, ,0.9131,0.0
knn, ,0.918,0.0
