Model,Descriptors,n_bits,ROC AUC,ROC AUC val
lr,['rdkit'],512,0.8228,0.7774
knn,['maccs'],512,0.551,0.7432
knn,['mordred'],512,0.6357,0.5278
knn,"['morgan', 'maccs']",512,0.5916,0.6003
knn,"['morgan','mordred']",512,0.6689,0.5213
knn,['morgan'],512,0.4847,0.4733
knn,"['rdkit', 'maccs']",512,0.5511,0.6102
knn,"['rdkit', 'mordred']",512,0.7043,0.5249
knn,"['rdkit', 'morgan','mordred', 'maccs']",512,0.6718,0.5997
knn,"['rdkit', 'morgan']",512,0.6255,0.4612
knn,['rdkit'],512,0.5605,0.4994
rf,['maccs'],1024,0.7829999999999999,0.7819
rf,['mordred'],1024,0.6836,0.6194
rf,"['morgan', 'maccs']",1024,0.8405,0.6866
rf,"['morgan','mordred']",1024,0.7042,0.5976
rf,['morgan'],1024,0.7542,0.723
rf,"['rdkit', 'maccs']",1024,0.8651,0.7464
rf,"['rdkit', 'mordred']",1024,0.6955,0.6035
rf,"['rdkit', 'morgan','mordred', 'maccs']",1024,0.7421,0.6622
rf,"['rdkit', 'morgan']",1024,0.7787,0.6545
rf,['rdkit'],1024,0.8689,0.7519
lr,['maccs'],1024,0.8305,0.8877
lr,['mordred'],1024,0.7598,0.7426
lr,"['morgan', 'maccs']",1024,0.733,0.7677
lr,"['morgan','mordred']",1024,0.7048,0.6576
lr,['morgan'],1024,0.723,0.6499
lr,"['rdkit', 'maccs']",1024,0.877,0.8704
lr,"['rdkit', 'mordred']",1024,0.7282,0.7586
lr,"['rdkit', 'morgan','mordred', 'maccs']",1024,0.7509,0.7697
lr,"['rdkit', 'morgan']",1024,0.6866,0.6357
lr,['rdkit'],1024,0.8228,0.7774
knn,['maccs'],1024,0.551,0.7432
knn,['mordred'],1024,0.6357,0.5278
xgb,['maccs'],2048,0.9056,0.8451
xgb,['mordred'],2048,0.8155,0.8212
xgb,"['mordred', 'maccs']",2048,0.9018,0.8566
knn,"['mordred', 'maccs']",2048,0.6664,0.6031
lr,"['mordred', 'maccs']",2048,0.8224,0.8506
rf,"['mordred', 'maccs']",2048,0.6954,0.5976
xgb,"['morgan', 'maccs']",2048,0.9287,0.8146
svc,"['morgan', 'maccs']",2048,0.813,0.8353
xgb,"['morgan','mordred']",2048,0.8424,0.8015
svc,"['morgan','mordred']",2048,0.7411,0.6172
svc,['morgan'],2048,0.8243,0.5812
svc,"['rdkit', 'morgan','mordred', 'maccs']",2048,0.8354,0.7896
svc,"['rdkit', 'morgan']",2048,0.8241,0.6545
svc,"['morgan', 'maccs']",1024,0.8199,0.8506
svc,"['morgan','mordred']",1024,0.7286,0.6009
svc,['morgan'],1024,0.7674,0.6859
svc,"['rdkit', 'morgan','mordred', 'maccs']",1024,0.8222,0.8151
svc,"['rdkit', 'morgan']",1024,0.7654,0.7243
svc,"['morgan', 'maccs']",512,0.8243,0.8397
svc,"['morgan','mordred']",512,0.8305,0.7568
svc,['morgan'],512,0.8261,0.6292
svc,"['rdkit', 'morgan','mordred', 'maccs']",512,0.8108,0.7996
svc,"['rdkit', 'morgan']",512,0.8235,0.7054
svc,"['morgan', 'maccs']",256,0.778,0.8522
svc,"['mordred', 'maccs']",256,0.7967,0.8321
svc,"['rdkit', 'morgan','mordred', 'maccs']",256,0.7743,0.8051
svc,['maccs'],256,0.7674,0.8604
svc,['mordred'],256,0.8061,0.8124
svc,"['morgan', 'maccs']",256,0.778,0.8517
svc,"['morgan','mordred']",256,0.7805,0.8146
svc,['morgan'],256,0.7342,0.7415
svc,"['rdkit', 'maccs']",256,0.773,0.856
svc,"['rdkit', 'mordred']",256,0.8102,0.8084
svc,"['rdkit', 'morgan']",256,0.7144,0.7885
svc,['rdkit'],256,0.8228,0.7553
svc,"['morgan', 'maccs']",64,0.7548,0.8321
svc,"['morgan','mordred']",64,0.7936,0.7546
svc,['morgan'],64,0.5891,0.5682
svc,"['rdkit', 'morgan','mordred', 'maccs']",64,0.7806,0.8228
svc,"['rdkit', 'morgan']",64,0.7301,0.7398
svc,"['morgan', 'maccs']",32,0.7636,0.8473
svc,"['morgan','mordred']",32,0.7999,0.7917
svc,['morgan'],32,0.5372,0.6325
svc,"['rdkit', 'morgan','mordred', 'maccs']",32,0.7812,0.8239
svc,"['rdkit', 'morgan']",32,0.809,0.7752
xgb,['morgan'],2048,0.8649,0.7775
xgb,"['rdkit', 'maccs']",2048,0.8657,0.7918
xgb,"['rdkit', 'mordred']",2048,0.8449,0.8494
