Model,Descriptors,n_bits,ROC AUC,ROC AUC val
xgb,"['rdkit', 'morgan']",512,0.7964,0.8009999999999999
xgb,['morgan'],512,0.7432,0.7431
xgb,"['morgan', 'maccs']",512,0.8821,0.7587
xgb,"['morgan','mordred']",512,0.7749,0.7301
svc,"['rdkit', 'morgan', 'mordred', 'maccs']",512,0.8801,0.7773
svc,"['rdkit', 'morgan']",512,0.7634,0.7487
svc,['morgan'],512,0.7351,0.7325
svc,"['morgan', 'maccs']",512,0.8821,0.7863
svc,"['morgan','mordred']",512,0.8506,0.7941
rf,"['rdkit', 'morgan', 'mordred', 'maccs']",512,0.7982,0.7337
rf,"['rdkit', 'morgan']",512,0.7362,0.7096
rf,['morgan'],512,0.7128,0.5297
rf,"['morgan', 'maccs']",512,0.7854,0.7515
rf,"['morgan','mordred']",512,0.759,0.6659999999999999
lr,"['rdkit', 'morgan', 'mordred', 'maccs']",512,0.8619,0.77
lr,"['rdkit', 'morgan']",512,0.7367,0.7372
lr,['morgan'],512,0.7674,0.7581
lr,"['morgan', 'maccs']",512,0.7907,0.7463
lr,"['morgan','mordred']",512,0.8182,0.7173
knn,"['rdkit', 'morgan', 'mordred', 'maccs']",512,0.6175,0.6923
knn,"['rdkit', 'morgan']",512,0.5994,0.5651
knn,['morgan'],512,0.5474,0.5633
knn,"['morgan', 'maccs']",512,0.5314,0.6458
knn,"['morgan','mordred']",512,0.6179,0.6761
xgb,"['rdkit', 'morgan', 'mordred', 'maccs']",1024,0.9667,0.9222
xgb,"['rdkit', 'morgan']",1024,0.7636,0.7392
xgb,['morgan'],1024,0.764,0.7366
xgb,"['morgan', 'maccs']",1024,0.9323,0.8444
xgb,"['morgan','mordred']",1024,0.7285,0.6955
svc,"['rdkit', 'morgan', 'mordred', 'maccs']",1024,0.8968,0.7815
svc,"['rdkit', 'morgan']",1024,0.784,0.7615
svc,['morgan'],1024,0.7172,0.7331
svc,"['morgan', 'maccs']",1024,0.8988,0.7879999999999999
svc,"['morgan','mordred']",1024,0.8544,0.8072
rf,"['rdkit', 'morgan', 'mordred', 'maccs']",1024,0.752,0.7524
rf,"['rdkit', 'morgan']",1024,0.7701,0.7132
rf,['morgan'],1024,0.6734,0.5997
rf,"['morgan', 'maccs']",1024,0.7596,0.7306
rf,"['morgan','mordred']",1024,0.7186,0.7135
lr,"['rdkit', 'morgan', 'mordred', 'maccs']",1024,0.8661,0.7707
lr,"['rdkit', 'morgan']",1024,0.762,0.7545
lr,['morgan'],1024,0.792,0.7771
lr,"['morgan', 'maccs']",1024,0.7979999999999999,0.7494
lr,"['morgan','mordred']",1024,0.8498,0.7494
knn,"['rdkit', 'morgan', 'mordred', 'maccs']",1024,0.6208,0.6741
knn,"['rdkit', 'morgan']",1024,0.5338,0.6021
knn,['morgan'],1024,0.5731,0.6269
knn,"['morgan', 'maccs']",1024,0.6461,0.6286
knn,"['morgan','mordred']",1024,0.6242,0.6474
xgb,"['rdkit', 'morgan', 'mordred', 'maccs']",2048,0.9679,0.924
